City,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Temperature,Wind Speed
Ambilobe,0,MG,1589680545,92,-13.2,49.05,72.09,2.68
Singaraja,7,ID,1589680545,63,-8.11,115.09,86.58,0.45
Lavrentiya,1,RU,1589680545,96,65.58,-171.0,31.98,8.01
Luanda,75,AO,1589680388,88,-8.84,13.23,78.8,3.36
Mount Gambier,1,AU,1589680546,62,-37.83,140.77,57.2,6.93
Aljezur,0,PT,1589680546,95,37.32,-8.8,62.01,4.45
Bawku,74,GH,1589680546,54,11.06,-0.24,86.59,10.65
Abu Samrah,0,SY,1589680546,30,35.3,37.18,80.22,8.84
Carbonia,20,IT,1589680547,87,39.17,8.52,64.99,2.24
Chifeng,0,CN,1589680452,27,42.27,118.96,60.93,12.21
Okitipupa,0,NG,1589680547,94,6.5,4.78,77.29,1.3
Korla,97,CN,1589680548,16,41.76,86.15,82.13,18.07
San Rafael,0,AR,1589680363,29,-34.62,-68.33,64.51,11.59
Ust-Maya,0,RU,1589680548,38,60.42,134.53,65.55,3.15
Parabel',11,RU,1589680548,66,58.7,81.48,57.96,4.7
Rawson,29,AR,1589680549,41,-43.3,-65.1,56.97,13.6
Philadelphia,75,US,1589680481,55,39.95,-75.16,69.8,9.17
Kaiwaka,82,NZ,1589680549,73,-36.17,174.45,64.0,1.01
Aksu,0,CN,1589680549,20,41.12,80.26,77.11,11.59
Pathein,89,MM,1589680549,55,16.78,94.73,90.07,5.59
Sitka,40,US,1589680550,59,57.05,-135.33,60.8,9.17
Bilma,0,NE,1589680550,11,18.69,12.92,84.04,9.08
Rodolfo Sánchez Taboada,2,MX,1589680550,80,31.72,-116.57,66.0,3.0
Maragogi,36,BR,1589680422,85,-9.01,-35.22,77.07,1.86
Shitanjing,0,CN,1589680551,32,39.23,106.34,55.4,21.59
Sabae,90,JP,1589680551,93,35.95,136.19,62.6,9.17
Barreiras,45,BR,1589680551,78,-12.15,-44.99,72.27,1.7
Chepareria,47,KE,1589680551,81,1.31,35.2,60.26,2.93
Shenjiamen,100,CN,1589680551,93,29.96,122.3,70.29,10.25
Freeport,1,US,1589680448,55,40.66,-73.58,64.4,6.93
Ilulissat,0,GL,1589680552,100,69.22,-51.1,30.2,3.36
Katobu,10,ID,1589680552,82,-4.94,122.53,83.68,7.78
Kukës,99,AL,1589680552,57,42.08,20.42,65.86,3.02
Anadyr,41,RU,1589680553,65,64.75,177.48,41.0,8.95
Roswell,1,US,1589680272,53,34.02,-84.36,75.2,3.36
Mountain Home,90,US,1589680439,16,43.13,-115.69,73.4,20.8
Puerto Escondido,62,MX,1589680320,68,15.85,-97.07,84.67,4.97
Ahipara,97,NZ,1589680553,65,-35.17,173.17,64.63,8.19
Beloha,8,MG,1589680554,83,-25.17,45.05,62.31,7.45
Payson,75,US,1589680554,28,40.04,-111.73,69.8,3.36
Kosonsoy,1,UZ,1589680554,71,41.26,71.55,57.2,4.7
Skjervøy,100,NO,1589680555,84,70.03,20.97,35.62,2.17
St-Jean-Port-Joli,78,CA,1589680555,59,47.22,-70.27,46.0,1.01
Mīnāb,0,IR,1589680555,88,27.15,57.08,75.2,4.7
Batemans Bay,0,AU,1589680529,59,-35.72,150.18,66.0,4.25
Wawa,47,NG,1589680556,64,9.9,4.42,82.44,5.01
Buraidah,0,SA,1589680556,36,26.33,43.98,75.2,6.93
Ixtapa,40,MX,1589680556,78,20.7,-105.2,77.0,10.29
Luganville,96,VU,1589680556,81,-15.53,167.17,78.67,10.51
Vostok,91,RU,1589680557,60,46.49,135.88,57.99,5.1
Ayan,94,RU,1589680557,83,56.45,138.17,36.54,11.12
Nong Ki,100,TH,1589680557,66,14.69,102.54,95.0,4.7
Ampanihy,8,MG,1589680557,91,-24.7,44.75,61.09,5.19
Mabaruma,100,GY,1589680558,96,8.2,-59.78,75.83,4.47
Hambantota,95,LK,1589680558,79,6.12,81.12,83.73,23.33
Labuan,75,MY,1589680558,84,5.28,115.24,86.0,3.36
Vila Velha,75,BR,1589680559,100,-20.33,-40.29,68.0,2.24
Byron Bay,75,AU,1589680559,93,-28.65,153.62,68.0,13.87
Malakal,84,SS,1589680468,56,9.53,31.66,81.86,1.57
Togur,0,RU,1589680559,63,58.36,82.83,58.06,3.53
Jiexiu,0,CN,1589680559,18,37.02,111.91,77.94,18.66
Çermik,39,TR,1589680560,40,38.14,39.45,69.8,4.7
Harrison,90,US,1589680560,83,30.41,-89.04,77.0,13.87
Tual,3,ID,1589680560,81,-5.67,132.75,83.73,22.66
Dukat,100,RU,1589680560,98,62.55,155.55,32.27,7.78
Waggaman,40,US,1589680561,83,29.92,-90.21,78.01,8.05
Bambanglipuro,25,ID,1589680561,75,-7.95,110.28,84.67,12.77
Tomohon,40,ID,1589680561,79,1.33,124.84,84.2,2.24
Praia da Vitória,40,PT,1589680561,88,38.73,-27.07,66.2,10.76
Zhezkazgan,55,KZ,1589680562,59,47.8,67.71,63.39,11.34
Novaya Ladoga,100,RU,1589680563,94,60.1,32.3,35.01,15.3
Collie,100,AU,1589680563,47,-33.37,116.15,61.0,3.11
Gondanglegi,0,ID,1589680563,76,-7.75,112.01,83.97,11.83
Naze,75,JP,1589680564,88,28.37,129.48,78.8,12.75
Puerto Baquerizo Moreno,35,EC,1589680564,85,-0.9,-89.6,74.43,6.11
Khandyga,100,RU,1589680564,57,62.67,135.6,54.39,2.98
Taunggyi,50,MM,1589680372,41,20.78,97.03,79.99,5.32
Fairlie,100,GB,1589680566,90,55.76,-4.86,50.0,3.0
Oktyabr'skoye,100,RU,1589680566,100,43.06,44.74,51.8,6.71
La Ronge,75,CA,1589680486,62,55.1,-105.28,59.0,5.82
Dunkirk,0,FR,1589680567,84,51.05,2.37,46.0,6.73
Matara,86,LK,1589680567,84,5.95,80.54,82.53,15.84
Wonthaggi,1,AU,1589680567,78,-38.6,145.59,64.0,5.53
Dāmghān,0,IR,1589680567,34,36.17,54.35,64.24,1.19
Dingle,48,PH,1589680567,62,11.0,122.67,89.87,2.68
Umluj,0,SA,1589680568,38,25.02,37.27,87.6,7.18
Hammerfest,75,NO,1589680568,97,70.66,23.68,33.8,14.99
Susurluk,68,TR,1589680568,87,39.91,28.16,64.4,3.36
Kiunga,92,PG,1589680568,75,-6.12,141.29,84.16,4.92
Vadu Paşii,40,RO,1589680569,82,45.17,26.9,55.56,5.1
Forestville,1,US,1589680456,56,38.85,-76.88,71.6,5.82
São João do Piauí,41,BR,1589680569,75,-8.36,-42.25,72.99,1.68
San Roque,4,ES,1589680569,82,36.21,-5.38,60.8,6.93
Masalli,75,KR,1589680570,88,34.8,126.66,64.4,3.36
Takoradze,3,GH,1589680570,87,4.88,-1.76,80.73,8.28
Agüimes,75,ES,1589680570,68,27.91,-15.45,66.99,17.22
Vila Franca do Campo,75,PT,1589680570,93,37.72,-25.43,62.6,8.05
Great Falls,1,US,1589680278,31,47.5,-111.3,64.99,12.75
Atasū,75,KZ,1589680571,59,48.68,71.64,62.44,2.98
Weihai,74,CN,1589680571,86,37.5,122.11,59.05,4.38
Marsá Maţrūḩ,0,EG,1589680571,88,31.35,27.25,66.2,8.01
Muroto-misakicho,75,JP,1589680571,88,33.28,134.15,71.6,6.93
Nuevo Casas Grandes,0,MX,1589680572,20,30.42,-107.92,73.76,10.36
Pontianak,100,ID,1589680572,66,-0.03,109.33,88.29,2.1
Spirit River,75,CA,1589680572,29,55.78,-118.84,66.2,2.24
Naryan-Mar,100,RU,1589680573,71,67.67,53.09,41.14,7.38
Dzhubga,33,RU,1589680574,80,44.32,38.7,51.64,11.81
Bonthe,46,SL,1589680574,85,7.53,-12.51,81.12,9.48
Cabimas,100,VE,1589680574,73,10.39,-71.44,82.99,8.68
Carbondale,90,US,1589680574,78,37.73,-89.22,73.4,4.7
Pangnirtung,6,CA,1589680574,90,66.15,-65.71,27.64,2.44
Sobolevo,3,RU,1589680575,94,54.43,31.9,39.61,10.36
Derbent,100,RU,1589680575,81,42.07,48.29,62.01,21.7
Zhangaözen,94,KZ,1589680575,76,43.3,52.8,61.83,8.32
Husavik,90,IS,1589680575,74,66.04,-17.34,37.4,8.05
Kenai,1,US,1589680576,66,60.55,-151.26,55.4,16.11
Necochea,9,AR,1589680577,67,-38.55,-58.74,62.19,7.27
Muscat,0,OM,1589680451,79,23.61,58.59,84.2,6.93
Pangody,30,RU,1589680577,78,65.85,74.49,44.01,9.44
Galeana,6,MX,1589680577,34,24.83,-100.07,69.01,5.01
Goulburn,0,AU,1589680577,80,-34.75,149.72,59.0,4.65
Simbahan,98,PH,1589680578,74,6.3,120.58,84.79,6.04
Yangi Marg`ilon,0,UZ,1589680578,76,40.43,71.72,55.4,4.7
Kiama,32,AU,1589680578,59,-34.68,150.87,66.2,5.82
Leh,0,IN,1589680579,60,34.17,77.58,40.39,2.77
Killarney,100,IE,1589680579,86,52.05,-9.52,48.67,4.34
Faya,55,SA,1589680579,59,18.39,42.45,64.4,3.36
Pavlodar,32,KZ,1589680580,59,52.3,76.95,64.4,4.47
Cruzeiro do Sul,0,BR,1589680580,87,-29.51,-51.99,55.99,4.72
Arrondissement de Niort,0,FR,1589680580,73,46.33,-0.33,51.01,8.1
Arantāngi,100,IN,1589680580,62,10.17,78.98,87.98,6.96
Vilhena,100,BR,1589680505,92,-12.74,-60.15,67.41,2.19
Çanakkale Province,24,TR,1589680581,74,40.08,26.83,59.05,5.75
Inírida,4,CO,1589680581,96,3.87,-67.92,75.29,2.13
Port Blair,100,IN,1589680581,87,11.67,92.75,80.69,15.79
Bayan,100,CN,1589680582,36,46.08,127.4,77.0,15.79
Nicoya,97,CR,1589680582,85,10.15,-85.45,75.0,8.01
Chapulhuacán,18,MX,1589680582,66,21.17,-98.9,75.92,0.98
Bintulu,75,MY,1589680582,94,3.17,113.03,82.4,3.36
Inta,100,RU,1589680583,86,66.03,60.17,34.52,5.99
Puerto Madero,75,MX,1589680583,74,14.72,-92.42,84.2,6.93
Bom Jesus,5,BR,1589680583,80,-9.07,-44.36,73.27,1.61
Gopālpur,100,IN,1589680338,72,19.27,84.92,85.06,4.41
Ouro Fino,0,BR,1589680583,88,-22.28,-46.37,56.26,0.34
Richards Bay,0,ZA,1589680584,84,-28.78,32.04,59.31,5.53
Buncrana,100,IE,1589680584,94,55.13,-7.45,47.32,8.86
Harper,38,LR,1589680584,87,4.38,-7.72,80.2,6.96
Outlook,47,CA,1589680584,22,51.5,-107.05,72.0,8.99
Verāval,18,IN,1589680585,76,20.9,70.37,83.17,14.79
Marzuq,0,YE,1589680585,41,14.4,46.47,77.0,0.78
Lumberton,1,US,1589680585,69,34.62,-79.01,78.8,4.7
Havøysund,75,NO,1589680585,95,71.0,24.66,33.8,14.99
Kupang,4,ID,1589680585,63,-10.17,123.58,86.77,14.16
Warkworth,67,NZ,1589680586,73,-36.4,174.67,64.0,1.01
Christchurch,0,NZ,1589680382,66,-43.53,172.63,55.99,8.05
Boyuibe,0,BO,1589680586,54,-20.42,-63.28,58.01,4.29
Altus,1,US,1589680587,64,34.64,-99.33,71.6,4.0
Pacific Grove,1,US,1589680321,52,36.62,-121.92,69.8,10.29
Ponérihouen,86,NC,1589680587,70,-21.08,165.4,75.29,8.48
College,40,US,1589680525,24,64.86,-147.8,55.4,10.29
Eldorado,0,BR,1589680588,56,-23.79,-54.28,53.73,0.45
Corn Island,67,NI,1589680588,81,12.17,-83.04,83.44,9.69
Nelson Bay,65,AU,1589680589,60,-32.72,152.15,69.01,6.93
Manggar,100,ID,1589680589,91,-2.88,108.27,78.13,13.96
Ajdabiya,0,LY,1589680589,21,30.76,20.23,79.45,11.95
Stephenville,40,US,1589680589,88,32.22,-98.2,64.99,5.82
Abrau-Dyurso,0,RU,1589680590,93,44.69,37.59,46.4,6.71
Tobol,0,KZ,1589680590,85,52.68,62.58,56.37,7.58
Puqi,7,CN,1589680590,62,29.72,113.88,83.53,5.03
Tarko-Sale,94,RU,1589680590,85,64.92,77.78,48.99,11.77
Portland,90,US,1589680501,72,45.52,-122.68,64.4,8.86
São Gabriel da Cachoeira,56,BR,1589680592,97,-0.13,-67.09,74.28,1.66
Ulaanbaatar,20,MN,1589680531,39,47.91,106.88,44.6,20.13
Port Lincoln,2,AU,1589680592,47,-34.73,135.87,61.68,7.31
